bigram,frequency,word1,word2,word1_freq,word2_freq
"('top', 'downward')",2.6473235558850002e-05,top,downward,0.0011647915287888815,0.00010589013898080742
"('bucket', 'it')",2.6473235558850002e-05,bucket,it,0.0007941760423560556,0.02088682991396426
"('11', 'propoſitionem')",2.6473235558850002e-05,11,propoſitionem,0.00010589013898080742,2.6472534745201854e-05
"('conclude', 'how')",2.6473235558850002e-05,conclude,how,0.00018530774321641298,0.0005559232296492389
"('height', 'great')",2.6473235558850002e-05,height,great,0.0022236929185969556,0.0013500992720052946
"('out', 'i')",2.6473235558850002e-05,out,i,0.002329583057577763,0.008153540701522171
"('requiſite', 'and')",2.6473235558850002e-05,requiſite,and,0.0002382528127068167,0.02255459960291198
"('what', 'will')",2.6473235558850002e-05,what,will,0.0018530774321641296,0.006485771012574454
"('equal', 'part')",0.00013236617779425003,equal,part,0.001455989410986102,0.005029781601588352
"('continue', 'falling')",2.6473235558850002e-05,continue,falling,0.0005294506949040371,0.00015883520847121113
"('ſucceeds', 'it')",2.6473235558850002e-05,ſucceeds,it,5.294506949040371e-05,0.02088682991396426
"('circumſtat', 'quare')",2.6473235558850002e-05,circumſtat,quare,2.6472534745201854e-05,2.6472534745201854e-05
"('liquor', 'as')",2.6473235558850002e-05,liquor,as,0.00214427531436135,0.013077432164129715
"('queſtions', 'lately')",2.6473235558850002e-05,queſtions,lately,5.294506949040371e-05,0.0002382528127068167
"('means', 'ſuch')",2.6473235558850002e-05,means,ſuch,0.00018530774321641298,0.0015618795499669094
"('parts', 'do')",5.2946471117700005e-05,parts,do,0.0031502316346790206,0.0014030443414956982
"('or', 'inclin')",2.6473235558850002e-05,or,inclin,0.006565188616810059,0.00010589013898080742
"('will', 'both')",5.2946471117700005e-05,will,both,0.006485771012574454,0.0012177365982792851
"('in', 'a')",0.0007941970667655001,in,a,0.019060225016545335,0.01842488418266049
"('glaſs', 'veſſel')",0.00018531264891195003,glaſs,veſſel,0.0024090006618133685,0.0017207147584381204
"('the', 'plain')",0.00010589294223540001,the,plain,0.09082726671078756,0.00071475843812045
"('former', 'helping')",2.6473235558850002e-05,former,helping,0.0007941760423560556,2.6472534745201854e-05
"('on', 'them')",0.00013236617779425003,on,them,0.0022501654533421574,0.002382528127068167
"('a', 'brine')",2.6473235558850002e-05,a,brine,0.01842488418266049,5.294506949040371e-05
"('maſs', 'of')",2.6473235558850002e-05,maſs,of,5.294506949040371e-05,0.04788881535407015
"('which', 'the')",0.00045004500450045,which,the,0.006909331568497683,0.09082726671078756
"('miſtaken', 'in')",5.2946471117700005e-05,miſtaken,in,5.294506949040371e-05,0.019060225016545335
"('poſe', 'the')",2.6473235558850002e-05,poſe,the,2.6472534745201854e-05,0.09082726671078756
"('much', 'contributed')",2.6473235558850002e-05,much,contributed,0.003070814030443415,5.294506949040371e-05
"('inſtead', 'of')",0.00023825912002965003,inſtead,of,0.0002382528127068167,0.04788881535407015
"('explication', 'of')",0.00031767882670620003,explication,of,0.0004765056254136334,0.04788881535407015
"('corpus', 'levius')",2.6473235558850002e-05,corpus,levius,0.00021178027796161483,2.6472534745201854e-05
"('which', 'bears')",2.6473235558850002e-05,which,bears,0.006909331568497683,2.6472534745201854e-05
