bigram,frequency,word1,word2,word1_freq,word2_freq
"('reaſon', 'and')",0.00041649312786339027,reaſon,and,0.001943364797334814,0.04525263742365353
"('human', 'nature')",0.00013883104262113008,human,nature,0.000277623542476402,0.002082176568573015
"('left', 'at')",0.00013883104262113008,left,at,0.000277623542476402,0.001943364797334814
"('it', 'was')",0.0013883104262113009,it,was,0.02345918933925597,0.007079400333148251
"('proceed', 'to')",0.00013883104262113008,proceed,to,0.000694058856191005,0.03678511937812327
"('goſpel', 'conſiſted')",0.00013883104262113008,goſpel,conſiſted,0.010410882842865074,0.000277623542476402
"('canon', 'but')",0.00013883104262113008,canon,but,0.000138811771238201,0.00694058856191005
"('therefore', 'saints')",0.00013883104262113008,therefore,saints,0.001665741254858412,0.000694058856191005
"('and', 'no')",0.00013883104262113008,and,no,0.04525263742365353,0.005691282620766241
"('ſo', 'that')",0.00027766208524226016,ſo,that,0.004858411993337035,0.02373681288173237
"('anſwers', 'all')",0.00013883104262113008,anſwers,all,0.000138811771238201,0.005830094392004442
"('the', 'evidence')",0.00027766208524226016,the,evidence,0.057884508606329814,0.002220988339811216
"('sights', 'in')",0.00013883104262113008,sights,in,0.000138811771238201,0.016102165463631316
"('grow', 'out')",0.00013883104262113008,grow,out,0.000138811771238201,0.000694058856191005
"('15', '23')",0.00013883104262113008,15,23,0.000832870627429206,0.000277623542476402
"('a', 'tranſlation')",0.00013883104262113008,a,tranſlation,0.018184342032204332,0.000138811771238201
"('account', 'of')",0.00027766208524226016,account,of,0.000277623542476402,0.04094947251526929
"('from', 'grace')",0.00013883104262113008,from,grace,0.006107717934480844,0.000277623542476402
"('long', 'ſeaſon')",0.00013883104262113008,long,ſeaſon,0.000138811771238201,0.000277623542476402
"('be', 'neceſſary')",0.00013883104262113008,be,neceſſary,0.019988895058300944,0.001249305941143809
"('4', 'when')",0.00013883104262113008,4,when,0.001110494169905608,0.004858411993337035
"('c', '17')",0.00013883104262113008,c,17,0.00277623542476402,0.000416435313714603
"('forſake', 'his')",0.00013883104262113008,forſake,his,0.000138811771238201,0.003747917823431427
"('decayeth', 'or')",0.00013883104262113008,decayeth,or,0.000138811771238201,0.009994447529150472
"('i', 'muſt')",0.00013883104262113008,i,muſt,0.003331482509716824,0.002915047196002221
"('paid', 'to')",0.00013883104262113008,paid,to,0.000138811771238201,0.03678511937812327
"('gratitude', 'and')",0.00013883104262113008,gratitude,and,0.000138811771238201,0.04525263742365353
"('temper', 'and')",0.00013883104262113008,temper,and,0.000277623542476402,0.04525263742365353
"('very', 'often')",0.00013883104262113008,very,often,0.000694058856191005,0.000555247084952804
"('new', 'jeruſalem')",0.00013883104262113008,new,jeruſalem,0.002498611882287618,0.000138811771238201
"('but', 'rather')",0.00013883104262113008,but,rather,0.00694058856191005,0.000555247084952804
"('and', 'before')",0.00013883104262113008,and,before,0.04525263742365353,0.001249305941143809
"('wor', 'fanat')",0.00013883104262113008,wor,fanat,0.000138811771238201,0.000138811771238201
"('goſpel', 'unto')",0.0005553241704845203,goſpel,unto,0.010410882842865074,0.002220988339811216
"('own', 'reaſoning')",0.00013883104262113008,own,reaſoning,0.001249305941143809,0.000277623542476402
"('tereſa', 'and')",0.00013883104262113008,tereſa,and,0.000416435313714603,0.04525263742365353
"('mentioned', 'before')",0.00013883104262113008,mentioned,before,0.000138811771238201,0.001249305941143809
"('mean', 'time')",0.00013883104262113008,mean,time,0.000277623542476402,0.001804553026096613
"('appoint', 'the')",0.00013883104262113008,appoint,the,0.000277623542476402,0.057884508606329814
"('for', 'a')",0.0013883104262113009,for,a,0.010827318156579679,0.018184342032204332
"('we', 'conſider')",0.00027766208524226016,we,conſider,0.00694058856191005,0.000555247084952804
"('7', 'n')",0.00013883104262113008,7,n,0.000555247084952804,0.000971682398667407
"('or', 'thus')",0.00013883104262113008,or,thus,0.009994447529150472,0.001110494169905608
"('par', 'hiſt')",0.00013883104262113008,par,hiſt,0.000138811771238201,0.000138811771238201
"('be', 'careful')",0.00013883104262113008,be,careful,0.019988895058300944,0.000138811771238201
"('7', '8')",0.00013883104262113008,7,8,0.000555247084952804,0.00138811771238201
"('not', 'reaſonable')",0.00013883104262113008,not,reaſonable,0.006801776790671849,0.000138811771238201
"('ſhew', 'it')",0.00013883104262113008,ſhew,it,0.000971682398667407,0.02345918933925597
"('wherein', 'it')",0.00013883104262113008,wherein,it,0.000416435313714603,0.02345918933925597
"('illumination', 'what')",0.00013883104262113008,illumination,what,0.000277623542476402,0.004719600222098834
"('to', 'appoint')",0.00013883104262113008,to,appoint,0.03678511937812327,0.000277623542476402
"('ſome', 'caſes')",0.00013883104262113008,ſome,caſes,0.003192670738478623,0.000555247084952804
"('forſook', 'all')",0.00013883104262113008,forſook,all,0.000138811771238201,0.005830094392004442
"('ſuppos', 'd')",0.00013883104262113008,ſuppos,d,0.000138811771238201,0.001526929483620211
"('what', 'was')",0.00041649312786339027,what,was,0.004719600222098834,0.007079400333148251
"('eſteem', 'the')",0.00013883104262113008,eſteem,the,0.000138811771238201,0.057884508606329814
"('beyond', 'any')",0.00013883104262113008,beyond,any,0.001110494169905608,0.005136035535813437
"('than', 'lewis')",0.00013883104262113008,than,lewis,0.004719600222098834,0.000138811771238201
"('revelation', 'to')",0.00041649312786339027,revelation,to,0.010827318156579679,0.03678511937812327
"('serpentine', 'rod')",0.00013883104262113008,serpentine,rod,0.000138811771238201,0.000277623542476402
"('plainly', 'revealed')",0.00013883104262113008,plainly,revealed,0.000138811771238201,0.000555247084952804
"('heretofore', 'in')",0.00013883104262113008,heretofore,in,0.000277623542476402,0.016102165463631316
"('ſhall', 'conſider')",0.00013883104262113008,ſhall,conſider,0.004025541365907829,0.000555247084952804
"('imagination', 'ſo')",0.00013883104262113008,imagination,ſo,0.000832870627429206,0.004858411993337035
"('ſuppoſe', 'a')",0.00013883104262113008,ſuppoſe,a,0.000832870627429206,0.018184342032204332
"('uſed', 'to')",0.00013883104262113008,uſed,to,0.000277623542476402,0.03678511937812327
"('foreſight', 'and')",0.00013883104262113008,foreſight,and,0.000138811771238201,0.04525263742365353
"('the', 'terms')",0.00027766208524226016,the,terms,0.057884508606329814,0.000416435313714603
"('of', 'truth')",0.00013883104262113008,of,truth,0.04094947251526929,0.000277623542476402
"('much', 'to')",0.00027766208524226016,much,to,0.001943364797334814,0.03678511937812327
"('up', 'all')",0.00027766208524226016,up,all,0.001110494169905608,0.005830094392004442
"('concerning', 'god')",0.00013883104262113008,concerning,god,0.000277623542476402,0.003609106052193226
"('ſet', 'a')",0.00013883104262113008,ſet,a,0.000832870627429206,0.018184342032204332
"('has', 'any')",0.00013883104262113008,has,any,0.001804553026096613,0.005136035535813437
"('ſlow', 'and')",0.00013883104262113008,ſlow,and,0.000138811771238201,0.04525263742365353
"('came', 'on')",0.00013883104262113008,came,on,0.000555247084952804,0.000971682398667407
"('immediate', 'uſe')",0.00013883104262113008,immediate,uſe,0.000555247084952804,0.000277623542476402
"('fix', 'ſuch')",0.00013883104262113008,fix,ſuch,0.000138811771238201,0.004580788450860633
"('ſhall', 'at')",0.00013883104262113008,ſhall,at,0.004025541365907829,0.001943364797334814
"('wild', 'enthuſiaſts')",0.00013883104262113008,wild,enthuſiaſts,0.000138811771238201,0.000138811771238201
"('dom', '1255')",0.00013883104262113008,dom,1255,0.000416435313714603,0.000138811771238201
"('2', 'c')",0.0005553241704845203,2,c,0.003470294280955025,0.00277623542476402
"('which', 'pretends')",0.00013883104262113008,which,pretends,0.009439200444197668,0.000277623542476402
"('circumſpection', 'may')",0.00013883104262113008,circumſpection,may,0.000138811771238201,0.003192670738478623
"('the', 'conſequence')",0.00013883104262113008,the,conſequence,0.057884508606329814,0.000138811771238201
"('caſe', 'of')",0.00013883104262113008,caſe,of,0.000971682398667407,0.04094947251526929
"('new', 'revelations')",0.00013883104262113008,new,revelations,0.002498611882287618,0.001110494169905608
"('deliriums', 'of')",0.00013883104262113008,deliriums,of,0.000138811771238201,0.04094947251526929
"('love', 'without')",0.00013883104262113008,love,without,0.000694058856191005,0.000832870627429206
"('certain', 'judgment')",0.00013883104262113008,certain,judgment,0.000555247084952804,0.000555247084952804
"('pure', 'act')",0.00013883104262113008,pure,act,0.000416435313714603,0.000277623542476402
"('be', 'only')",0.00013883104262113008,be,only,0.019988895058300944,0.00138811771238201
"('or', 'violate')",0.00013883104262113008,or,violate,0.009994447529150472,0.000138811771238201
"('the', 'pope')",0.00013883104262113008,the,pope,0.057884508606329814,0.000138811771238201
"('be', 'evacuated')",0.00013883104262113008,be,evacuated,0.019988895058300944,0.000138811771238201
"('or', 'near')",0.00013883104262113008,or,near,0.009994447529150472,0.000277623542476402
"('the', 'blind')",0.00013883104262113008,the,blind,0.057884508606329814,0.000138811771238201
"('judging', 'and')",0.00013883104262113008,judging,and,0.000138811771238201,0.04525263742365353
"('preface', 'n')",0.00013883104262113008,preface,n,0.000138811771238201,0.000971682398667407
"('how', 'much')",0.00013883104262113008,how,much,0.000694058856191005,0.001943364797334814
"('de', 'purg')",0.00013883104262113008,de,purg,0.000971682398667407,0.000138811771238201
"('loſt', 'or')",0.00013883104262113008,loſt,or,0.000277623542476402,0.009994447529150472
"('down', 'of')",0.00013883104262113008,down,of,0.000416435313714603,0.04094947251526929
"('and', 'many')",0.00013883104262113008,and,many,0.04525263742365353,0.000694058856191005
"('nor', 'for')",0.00013883104262113008,nor,for,0.002082176568573015,0.010827318156579679
"('a', 'saying')",0.00013883104262113008,a,saying,0.018184342032204332,0.000138811771238201
"('now', 'ſhew')",0.00013883104262113008,now,ſhew,0.001249305941143809,0.000971682398667407
"('like', 'certainty')",0.00013883104262113008,like,certainty,0.00138811771238201,0.000138811771238201
"('neceſſary', 'is')",0.00013883104262113008,neceſſary,is,0.001249305941143809,0.019850083287062743
"('of', 'rome')",0.00041649312786339027,of,rome,0.04094947251526929,0.000416435313714603
"('upon', 'the')",0.0005553241704845203,upon,the,0.001943364797334814,0.057884508606329814
"('manifeſtation', 'of')",0.00013883104262113008,manifeſtation,of,0.000138811771238201,0.04094947251526929
"('come', 'in')",0.00027766208524226016,come,in,0.000832870627429206,0.016102165463631316
"('if', 'ever')",0.00013883104262113008,if,ever,0.005274847307051638,0.001110494169905608
"('their', 'redemption')",0.00013883104262113008,their,redemption,0.002498611882287618,0.000138811771238201
"('5', '6')",0.00013883104262113008,5,6,0.000416435313714603,0.000694058856191005
"('the', 'inſtitution')",0.00013883104262113008,the,inſtitution,0.057884508606329814,0.000694058856191005
"('the', 'types')",0.00013883104262113008,the,types,0.057884508606329814,0.000277623542476402
"('ſo', 'embodied')",0.00013883104262113008,ſo,embodied,0.004858411993337035,0.000277623542476402
"('of', 'ſuch')",0.0008329862557267805,of,ſuch,0.04094947251526929,0.004580788450860633
"('germany', 'the')",0.00013883104262113008,germany,the,0.000138811771238201,0.057884508606329814
"('so', 'there')",0.00013883104262113008,so,there,0.001665741254858412,0.009439200444197668
"('with', 'god')",0.00027766208524226016,with,god,0.003747917823431427,0.003609106052193226
"('men', 'and')",0.00013883104262113008,men,and,0.000694058856191005,0.04525263742365353
"('aeternum', 'or')",0.00013883104262113008,aeternum,or,0.000138811771238201,0.009994447529150472
"('eſtabliſh', 'another')",0.00013883104262113008,eſtabliſh,another,0.000416435313714603,0.004303164908384231
"('places', 'that')",0.00013883104262113008,places,that,0.000416435313714603,0.02373681288173237
"('we', 'know')",0.00013883104262113008,we,know,0.00694058856191005,0.000416435313714603
"('abound', 'and')",0.00013883104262113008,abound,and,0.000138811771238201,0.04525263742365353
"('both', 'alike')",0.00013883104262113008,both,alike,0.000277623542476402,0.000138811771238201
"('than', 'what')",0.0006941552131056504,than,what,0.004719600222098834,0.004719600222098834
"('paul', 'but')",0.00013883104262113008,paul,but,0.000416435313714603,0.00694058856191005
"('circumſtances', 'are')",0.00013883104262113008,circumſtances,are,0.000694058856191005,0.006524153248195447
"('be', 'entertained')",0.00013883104262113008,be,entertained,0.019988895058300944,0.000138811771238201
"('what', 'they')",0.00013883104262113008,what,they,0.004719600222098834,0.004580788450860633
"('or', 'in')",0.00041649312786339027,or,in,0.009994447529150472,0.016102165463631316
"('that', 'jeſus')",0.00027766208524226016,that,jeſus,0.02373681288173237,0.000832870627429206
"('waters', 'cover')",0.00013883104262113008,waters,cover,0.000138811771238201,0.000138811771238201
"('chriſt', 'that')",0.00013883104262113008,chriſt,that,0.002220988339811216,0.02373681288173237
"('preached', 'unto')",0.00041649312786339027,preached,unto,0.000555247084952804,0.002220988339811216
"('laws', 'though')",0.00013883104262113008,laws,though,0.000971682398667407,0.000832870627429206
"('ghoſt', 'and')",0.00013883104262113008,ghoſt,and,0.000416435313714603,0.04525263742365353
"('in', 'that')",0.00027766208524226016,in,that,0.016102165463631316,0.02373681288173237
"('13', '14')",0.00013883104262113008,13,14,0.000277623542476402,0.000555247084952804
"('23', '14')",0.00013883104262113008,23,14,0.000277623542476402,0.000555247084952804
"('and', 'an')",0.00013883104262113008,and,an,0.04525263742365353,0.003470294280955025
"('8', 'if')",0.00013883104262113008,8,if,0.00138811771238201,0.005274847307051638
"('86', 'are')",0.00013883104262113008,86,are,0.000138811771238201,0.006524153248195447
"('from', 'imagination')",0.00013883104262113008,from,imagination,0.006107717934480844,0.000832870627429206
"('was', 'affirmed')",0.00013883104262113008,was,affirmed,0.007079400333148251,0.000138811771238201
"('occaſional', 'or')",0.00013883104262113008,occaſional,or,0.000416435313714603,0.009994447529150472
"('her', 'now')",0.00013883104262113008,her,now,0.000971682398667407,0.001249305941143809
"('that', 'whatever')",0.00013883104262113008,that,whatever,0.02373681288173237,0.000416435313714603
"('called', 'you')",0.00013883104262113008,called,you,0.000971682398667407,0.001943364797334814
"('ſhew', '1')",0.00013883104262113008,ſhew,1,0.000971682398667407,0.002637423653525819
"('look', 'for')",0.00027766208524226016,look,for,0.000277623542476402,0.010827318156579679
"('theſe', 'are')",0.00041649312786339027,theſe,are,0.00138811771238201,0.006524153248195447
"('inſpiration', 'with')",0.00013883104262113008,inſpiration,with,0.000832870627429206,0.003747917823431427
"('pretended', 'infallible')",0.00013883104262113008,pretended,infallible,0.000971682398667407,0.000138811771238201
"('be', 'furniſhed')",0.00013883104262113008,be,furniſhed,0.019988895058300944,0.000138811771238201
"('in', 'themſelves')",0.00013883104262113008,in,themſelves,0.016102165463631316,0.000555247084952804
"('done', 'in')",0.00013883104262113008,done,in,0.000138811771238201,0.016102165463631316
"('were', 'for')",0.00013883104262113008,were,for,0.003053858967240422,0.010827318156579679
"('ſame', 'author')",0.00013883104262113008,ſame,author,0.001665741254858412,0.000277623542476402
"('a', 'divine')",0.00041649312786339027,a,divine,0.018184342032204332,0.002498611882287618
"('not', 'more')",0.00013883104262113008,not,more,0.006801776790671849,0.00277623542476402
"('proof', 'of')",0.00027766208524226016,proof,of,0.000277623542476402,0.04094947251526929
"('from', 'the')",0.0012494793835901709,from,the,0.006107717934480844,0.057884508606329814
"('firſt', 'by')",0.00013883104262113008,firſt,by,0.000694058856191005,0.006662965019433648
"('rome', 'who')",0.00013883104262113008,rome,who,0.000416435313714603,0.001110494169905608
"('of', 'spiritual')",0.00013883104262113008,of,spiritual,0.04094947251526929,0.000138811771238201
"('or', 'falſe')",0.00013883104262113008,or,falſe,0.009994447529150472,0.000555247084952804
"('ſo', 'we')",0.00013883104262113008,ſo,we,0.004858411993337035,0.00694058856191005
"('law', 'that')",0.00013883104262113008,law,that,0.003053858967240422,0.02373681288173237
"('thing', 'was')",0.00013883104262113008,thing,was,0.000832870627429206,0.007079400333148251
"('wholly', 'rely')",0.00013883104262113008,wholly,rely,0.000416435313714603,0.000138811771238201
"('oppoſites', 'to')",0.00013883104262113008,oppoſites,to,0.000138811771238201,0.03678511937812327
"('contained', 'in')",0.0005553241704845203,contained,in,0.000555247084952804,0.016102165463631316
"('them', 'to')",0.00027766208524226016,them,to,0.00277623542476402,0.03678511937812327
"('tribes', 'the')",0.00013883104262113008,tribes,the,0.000277623542476402,0.057884508606329814
"('nor', 'could')",0.00013883104262113008,nor,could,0.002082176568573015,0.001110494169905608
"('the', 'want')",0.00013883104262113008,the,want,0.057884508606329814,0.000555247084952804
"('did', 'work')",0.00013883104262113008,did,work,0.000694058856191005,0.000416435313714603
"('him', 'who')",0.00013883104262113008,him,who,0.003053858967240422,0.001110494169905608
"('this', 'is')",0.0008329862557267805,this,is,0.006524153248195447,0.019850083287062743
"('it', 'afterwards')",0.00013883104262113008,it,afterwards,0.02345918933925597,0.000277623542476402
"('more', 'derogatory')",0.00013883104262113008,more,derogatory,0.00277623542476402,0.000277623542476402
"('ubald', 'p')",0.00013883104262113008,ubald,p,0.000555247084952804,0.000832870627429206
"('were', 'v')",0.00013883104262113008,were,v,0.003053858967240422,0.000555247084952804
"('goſpel', 'revelation')",0.0006941552131056504,goſpel,revelation,0.010410882842865074,0.010827318156579679
"('divine', 'command')",0.00013883104262113008,divine,command,0.002498611882287618,0.000138811771238201
"('occaſional', 'revelation')",0.00027766208524226016,occaſional,revelation,0.000416435313714603,0.010827318156579679
"('therefore', 'vary')",0.00013883104262113008,therefore,vary,0.001665741254858412,0.000138811771238201
"('met', 'with')",0.00013883104262113008,met,with,0.000138811771238201,0.003747917823431427
"('the', 'perſon')",0.00027766208524226016,the,perſon,0.057884508606329814,0.000832870627429206
"('the', 'church')",0.0008329862557267805,the,church,0.057884508606329814,0.001249305941143809
"('as', 'for')",0.00027766208524226016,as,for,0.013742365352581899,0.010827318156579679
"('alteration', 'as')",0.00013883104262113008,alteration,as,0.000694058856191005,0.013742365352581899
"('rapts', 'as')",0.00013883104262113008,rapts,as,0.000138811771238201,0.013742365352581899
"('the', 'proofs')",0.00013883104262113008,the,proofs,0.057884508606329814,0.000138811771238201
"('and', 'will')",0.00013883104262113008,and,will,0.04525263742365353,0.003331482509716824
"('to', 'reign')",0.00013883104262113008,to,reign,0.03678511937812327,0.000138811771238201
"('direct', 'inquiſit')",0.00013883104262113008,direct,inquiſit,0.000277623542476402,0.000277623542476402
"('meſſiah', 'nor')",0.00013883104262113008,meſſiah,nor,0.000555247084952804,0.002082176568573015
"('goſpel', 'than')",0.00027766208524226016,goſpel,than,0.010410882842865074,0.004719600222098834
"('was', 'not')",0.0005553241704845203,was,not,0.007079400333148251,0.006801776790671849
"('teſtimony', 'to')",0.00013883104262113008,teſtimony,to,0.000277623542476402,0.03678511937812327
"('2', 'his')",0.00013883104262113008,2,his,0.003470294280955025,0.003747917823431427
"('world', 'by')",0.00027766208524226016,world,by,0.001110494169905608,0.006662965019433648
"('and', 'alter')",0.00013883104262113008,and,alter,0.04525263742365353,0.001110494169905608
"('alike', 'neceſſary')",0.00013883104262113008,alike,neceſſary,0.000138811771238201,0.001249305941143809
"('d', 'r')",0.00013883104262113008,d,r,0.001526929483620211,0.000138811771238201
"('ſpot', 'and')",0.00013883104262113008,ſpot,and,0.000138811771238201,0.04525263742365353
"('leaſt', 'equal')",0.00013883104262113008,leaſt,equal,0.000277623542476402,0.000277623542476402
"('to', 'utter')",0.00013883104262113008,to,utter,0.03678511937812327,0.000138811771238201
"('convicton', 'or')",0.00013883104262113008,convicton,or,0.000138811771238201,0.009994447529150472
"('alſo', 'received')",0.00013883104262113008,alſo,received,0.001249305941143809,0.001110494169905608
"('or', 'goſpel')",0.00027766208524226016,or,goſpel,0.009994447529150472,0.010410882842865074
"('14', '15')",0.00013883104262113008,14,15,0.000555247084952804,0.000832870627429206
"('down', 'an')",0.00013883104262113008,down,an,0.000416435313714603,0.003470294280955025
"('p', '65')",0.00013883104262113008,p,65,0.000832870627429206,0.000138811771238201
"('can', 'nothing')",0.00013883104262113008,can,nothing,0.003192670738478623,0.000832870627429206
"('came', 'and')",0.00013883104262113008,came,and,0.000555247084952804,0.04525263742365353
"('particular', 'that')",0.00013883104262113008,particular,that,0.00138811771238201,0.02373681288173237
"('wilderneſs', 'and')",0.00013883104262113008,wilderneſs,and,0.000138811771238201,0.04525263742365353
"('peter', 'and')",0.00013883104262113008,peter,and,0.000138811771238201,0.04525263742365353
"('then', 'can')",0.00013883104262113008,then,can,0.00138811771238201,0.003192670738478623
"('reveal', 'who')",0.00013883104262113008,reveal,who,0.000416435313714603,0.001110494169905608
"('without', 'ever')",0.00013883104262113008,without,ever,0.000832870627429206,0.001110494169905608
"('n', '63')",0.00013883104262113008,n,63,0.000971682398667407,0.000138811771238201
"('ſelf', 'was')",0.00013883104262113008,ſelf,was,0.000832870627429206,0.007079400333148251
"('walk', 'and')",0.00013883104262113008,walk,and,0.000138811771238201,0.04525263742365353
"('souls', 'or')",0.00013883104262113008,souls,or,0.000138811771238201,0.009994447529150472
"('is', 'pleaded')",0.00013883104262113008,is,pleaded,0.019850083287062743,0.000138811771238201
"('our', 'will')",0.00013883104262113008,our,will,0.002359800111049417,0.003331482509716824
"('members', 'jam')",0.00013883104262113008,members,jam,0.000138811771238201,0.000138811771238201
"('any', 'revelation')",0.00027766208524226016,any,revelation,0.005136035535813437,0.010827318156579679
"('relations', 'and')",0.00013883104262113008,relations,and,0.000277623542476402,0.04525263742365353
"('s', 'amore')",0.00013883104262113008,s,amore,0.002498611882287618,0.000138811771238201
"('n', '46')",0.00013883104262113008,n,46,0.000971682398667407,0.000138811771238201
"('to', 'advance')",0.00013883104262113008,to,advance,0.03678511937812327,0.000138811771238201
"('may', 'reaſonably')",0.00013883104262113008,may,reaſonably,0.003192670738478623,0.000138811771238201
"('that', 'had')",0.00027766208524226016,that,had,0.02373681288173237,0.002637423653525819
"('ibid', 'lib')",0.00013883104262113008,ibid,lib,0.000555247084952804,0.000277623542476402
"('chriſtian', 'and')",0.00027766208524226016,chriſtian,and,0.000694058856191005,0.04525263742365353
"('the', 'doctrine')",0.00013883104262113008,the,doctrine,0.057884508606329814,0.000555247084952804
"('as', 'miraculouſly')",0.00013883104262113008,as,miraculouſly,0.013742365352581899,0.000138811771238201
"('revelation', 'which')",0.00027766208524226016,revelation,which,0.010827318156579679,0.009439200444197668
"('goſpel', 'but')",0.00027766208524226016,goſpel,but,0.010410882842865074,0.00694058856191005
"('temple', 'erected')",0.00013883104262113008,temple,erected,0.000138811771238201,0.000138811771238201
"('it', 'of')",0.00013883104262113008,it,of,0.02345918933925597,0.04094947251526929
"('the', 'beguardi')",0.00013883104262113008,the,beguardi,0.057884508606329814,0.000138811771238201
"('suppoſing', 'then')",0.00013883104262113008,suppoſing,then,0.000138811771238201,0.00138811771238201
"('author', 'elſewhere')",0.00013883104262113008,author,elſewhere,0.000277623542476402,0.000138811771238201
"('mendicant', 'fryars')",0.00013883104262113008,mendicant,fryars,0.000138811771238201,0.000138811771238201
"('this', 'made')",0.00013883104262113008,this,made,0.006524153248195447,0.001665741254858412
"('too', 'eaſy')",0.00013883104262113008,too,eaſy,0.000138811771238201,0.000138811771238201
"('proceed', 'from')",0.00013883104262113008,proceed,from,0.000694058856191005,0.006107717934480844
"('for', 'all')",0.00027766208524226016,for,all,0.010827318156579679,0.005830094392004442
"('a', 'never')",0.00013883104262113008,a,never,0.018184342032204332,0.000416435313714603
"('nation', 'the')",0.00013883104262113008,nation,the,0.000277623542476402,0.057884508606329814
"('of', 'intuition')",0.00013883104262113008,of,intuition,0.04094947251526929,0.000138811771238201
"('and', 'soul')",0.00013883104262113008,and,soul,0.04525263742365353,0.000555247084952804
"('can', 'be')",0.0012494793835901709,can,be,0.003192670738478623,0.019988895058300944
"('aggravations', 'verſes')",0.00013883104262113008,aggravations,verſes,0.000138811771238201,0.000138811771238201
"('that', 'of')",0.00041649312786339027,that,of,0.02373681288173237,0.04094947251526929
"('frame', 'and')",0.00027766208524226016,frame,and,0.000416435313714603,0.04525263742365353
"('of', 'greater')",0.00027766208524226016,of,greater,0.04094947251526929,0.000555247084952804
"('to', 'be')",0.007774538386783284,to,be,0.03678511937812327,0.019988895058300944
"('be', 'ſuch')",0.00013883104262113008,be,ſuch,0.019988895058300944,0.004580788450860633
"('or', 'inſpiration')",0.00013883104262113008,or,inſpiration,0.009994447529150472,0.000832870627429206
"('ubald', 'ibid')",0.00013883104262113008,ubald,ibid,0.000555247084952804,0.000555247084952804
"('any', 'man')",0.00013883104262113008,any,man,0.005136035535813437,0.001249305941143809
"('of', 'what')",0.00027766208524226016,of,what,0.04094947251526929,0.004719600222098834
"('is', 'concerning')",0.00013883104262113008,is,concerning,0.019850083287062743,0.000277623542476402
"('stilling', 'fleet')",0.00013883104262113008,stilling,fleet,0.000138811771238201,0.000138811771238201
"('joachim', 'who')",0.00013883104262113008,joachim,who,0.000277623542476402,0.001110494169905608
"('not', 'and')",0.00013883104262113008,not,and,0.006801776790671849,0.04525263742365353
"('obligations', 'of')",0.00013883104262113008,obligations,of,0.000277623542476402,0.04094947251526929
"('and', 'company')",0.00013883104262113008,and,company,0.04525263742365353,0.000138811771238201
"('muſt', 'be')",0.0006941552131056504,muſt,be,0.002915047196002221,0.019988895058300944
"('the', 'while')",0.00013883104262113008,the,while,0.057884508606329814,0.000138811771238201
"('he', 'heard')",0.00013883104262113008,he,heard,0.004858411993337035,0.000277623542476402
"('c', 'such')",0.00013883104262113008,c,such,0.00277623542476402,0.000138811771238201
"('no', 'regard')",0.00013883104262113008,no,regard,0.005691282620766241,0.000277623542476402
"('orig', 'inquiſit')",0.00013883104262113008,orig,inquiſit,0.000138811771238201,0.000277623542476402
"('her', 'to')",0.00013883104262113008,her,to,0.000971682398667407,0.03678511937812327
"('8', 'i')",0.00013883104262113008,8,i,0.00138811771238201,0.003331482509716824
"('think', 'it')",0.00013883104262113008,think,it,0.000832870627429206,0.02345918933925597
"('firſt', 'covenant')",0.00013883104262113008,firſt,covenant,0.000694058856191005,0.000694058856191005
"('ſubordination', 'were')",0.00013883104262113008,ſubordination,were,0.000138811771238201,0.003053858967240422
"('afterwards', 'evident')",0.00013883104262113008,afterwards,evident,0.000277623542476402,0.000277623542476402
"('the', 'plain')",0.00013883104262113008,the,plain,0.057884508606329814,0.000416435313714603
"('ſo', 'ſoon')",0.00013883104262113008,ſo,ſoon,0.004858411993337035,0.000138811771238201
"('mend', 'them')",0.00013883104262113008,mend,them,0.000138811771238201,0.00277623542476402
"('freed', 'from')",0.00013883104262113008,freed,from,0.000138811771238201,0.006107717934480844
"('prophetical', 'perſon')",0.00013883104262113008,prophetical,perſon,0.000138811771238201,0.000832870627429206
"('providence', 'and')",0.00027766208524226016,providence,and,0.000555247084952804,0.04525263742365353
"('revelation', 'or')",0.00027766208524226016,revelation,or,0.010827318156579679,0.009994447529150472
"('de', 's')",0.00013883104262113008,de,s,0.000971682398667407,0.002498611882287618
"('any', 'perſons')",0.00013883104262113008,any,perſons,0.005136035535813437,0.001526929483620211
"('dom', '1204')",0.00013883104262113008,dom,1204,0.000416435313714603,0.000138811771238201
"('much', 'liable')",0.00013883104262113008,much,liable,0.001943364797334814,0.000277623542476402
"('ſenſible', 'so')",0.00013883104262113008,ſenſible,so,0.000138811771238201,0.001665741254858412
"('continued', 'for')",0.00013883104262113008,continued,for,0.000555247084952804,0.010827318156579679
"('ſome', 'perſonal')",0.00013883104262113008,ſome,perſonal,0.003192670738478623,0.000555247084952804
"('union', 'of')",0.00013883104262113008,union,of,0.000138811771238201,0.04094947251526929
"('in', 'an')",0.00013883104262113008,in,an,0.016102165463631316,0.003470294280955025
"('intuition', 'to')",0.00013883104262113008,intuition,to,0.000138811771238201,0.03678511937812327
"('no', 'reaſon')",0.00013883104262113008,no,reaſon,0.005691282620766241,0.001943364797334814
"('or', 'at')",0.00013883104262113008,or,at,0.009994447529150472,0.001943364797334814
"('of', 'moſes')",0.0008329862557267805,of,moſes,0.04094947251526929,0.001249305941143809
"('women', 'and')",0.00013883104262113008,women,and,0.000138811771238201,0.04525263742365353
